0.029556,2
0.29489,4.8
0.92169,10.8
0.13498,3.2
0.10525,2.8
0.78172,6
0.81115,8.4
0.82746,6
0.26032,4
0.13534,3.2
1.1392,10.8
2.0589,12
2.0916,9.6
0.68098,5.2
0.16361,3.2
1.004,10
1.2361,10.4
1.4481,6.8
1.8703,8.8
1.407,13.2
0.046119,2.4
0.10274,3.2
1.6741,10.8
2.4322,8
1.7572,8.4
0.55451,4.8
0.15733,3.6
0.018912,2
0.20012,4.4
0.62201,8.8
0.85305,6
1.3214,7.2
1.6192,8.4
1.2744,11.6
0.19292,4
0.039154,2.8
0.051747,2.8
0.064967,2.8
1.0298,6
0.91475,9.6
0.28534,4.4
0.41885,4.8
0.14323,3.2
0.21625,3.6
0.96295,10
0.55488,5.6
0.071255,2.4
0.73237,6
1.008,9.2
0.32557,4.4
0.23532,3.6
0.37369,4.8
0.076544,3.2
0.015307,2
0.15306,4
0.33071,4.4
0.16066,3.6
0.52854,4.8
1.5543,9.6
1.8183,12.8
1.4821,16.8
1.3288,7.6
1.0649,8.8
0.26234,4
0.039053,2
0.64743,5.6
1.1531,10
1.5163,13.2
1.7478,16
1.826,9.6
1.3818,13.2
0.66196,5.6
0.36326,8
0.43766,5.2
0.66144,4.8
1.0721,8.8
1.5436,10.8
1.619,7.6
0.83038,8.4
0.50039,4.4
1.1677,6.4
1.2326,9.6
0.83923,9.6
1.0776,6
1.6681,8.8
1.1915,6.4
0.16129,3.6
0.041497,2.4
0.067205,2.8
0.34197,5.2
1.1974,10.4
1.1948,6.4
0.91904,8
0.90781,10.4
0.92702,12
0.28372,4.8
0.057938,2
1.3192,7.2
1.773,9.2
1.0437,13.6
0.0012764,0.8
0.055778,3.2
0.7372,11.6
1.0761,6
1.5934,9.2
1.5546,13.2
1.8267,16
2.2254,8.4
1.4097,8
0.25177,4
0.14144,3.2
0.23459,4
0.096878,3.2
0.24507,4.8
0.029986,2.4
0.016525,2
0.75124,5.6
1.5306,8
1.5559,12.8
1.1007,12.4
0.11205,4
0.043811,2.4
1.2031,6.4
1.1528,10
0.25121,4.4
0.061398,2.4
0.31785,4.4
0.63135,5.2
0.99611,9.6
0.43846,4.8
0.11087,2.8
0.53023,10.8
0.14964,4
0.051066,2.4
0.90109,6
0.91579,9.2
0.41926,5.2
0.81259,11.2
1.3872,9.6
0.87793,6
0.20658,3.2
0.73821,8.8
1.4012,12
1.3935,7.2
1.0134,8.4
0.65361,5.2
0.27978,3.6
0.20459,4.4
0.74801,15.6
1.6714,7.6
1.8658,16.4
1.5414,10.4
1.4563,11.6
1.0442,6.4
0.7167,8.4
0.37856,4.4
0.39387,4.4
1.142,9.2
1.9077,11.6
1.8411,7.6
0.64557,7.6
0.31843,4
1.1477,6.8
1.3313,9.6
1.1802,9.6
1.3595,6.4
1.5049,8.8
0.82123,5.2
0.20844,4
0.032711,2.4
0.029444,2.4
0.81245,6.8
1.7049,9.6
1.3662,7.6
0.77787,6.8
0.90479,10.4
0.88997,7.2
0.42011,8
0.47737,4.4
1.2755,8
1.2844,13.6
0.76396,6
0.40027,8.8
0.33797,4.8
0.36113,4
0.51051,5.2
1.0064,9.6
1.5141,14
1.8017,14.8
1.5621,9.6
1.1212,14.4
