0.002553,1.6
0.025135,4.8
0.22885,8
0.049142,4
0.5964,15.2
0.024734,3.2
0.22986,8.8
1.157,36.8
1.4165,32
1.5617,31.2
1.4121,36
1.1921,25.6
0.239,8
0.004613,1.6
0.67608,16.8
0.39408,16.8
0.0059856,2.4
0.22683,12
0.36926,10.4
0.027789,3.2
0.3125,13.6
0.89716,28
1.0905,31.2
1.1703,34.4
1.1494,28
0.97379,35.2
0.11906,5.6
0.14429,7.2
1.0224,33.6
1.3678,32.8
1.6521,32.8
1.6491,28.8
1.4878,33.6
1.2132,26.4
0.16037,7.2
0.0030482,1.6
0.62259,24
0.29234,8.8
0.04439,4
0.3042,12.8
0.62681,27.2
0.7081,17.6
0.0093785,3.2
0.089947,10.4
0.91802,28
1.0261,34.4
0.8745,28.8
0.0015368,1.6
0.066786,5.6
0.20008,7.2
0.057108,4.8
0.51955,15.2
0.02124,3.2
0.2565,12.8
1.2252,33.6
1.5899,30.4
1.8135,32
1.7122,35.2
1.4674,26.4
1.0745,27.2
0.026425,4
0.013994,3.2
0.63123,24.8
0.27439,8
0.04715,4.8
0.26539,13.6
0.48563,17.6
0.016827,3.2
0.027927,4.8
0.57102,18.4
0.0041118,1.6
0.080028,12.8
0.6918,20
0.0069778,2.4
0.036559,5.6
0.0015341,1.6
0.044569,5.6
0.79458,27.2
0.37237,17.6
0.0033327,1.6
0.37319,16
0.10997,5.6
0.16272,10.4
0.98733,30.4
1.4534,32.8
1.8167,32.8
1.8838,28
1.7529,34.4
1.4226,26.4
0.10877,6.4
0.0041733,1.6
0.82973,25.6
0.23736,8
0.044647,4
0.34262,13.6
0.18985,7.2
0.022591,4
0.15548,14.4
0.053383,5.6
0.0022695,1.6
0.36183,10.4
0.093859,11.2
0.034189,4
0.53168,18.4
0.03868,4.8
0.0047787,2.4
0.52005,20
0.033404,8.8
0.13987,7.2
0.55117,26.4
0.020994,4
0.083632,5.6
0.1638,6.4
0.10078,10.4
0.38352,10.4
0.01333,2.4
0.33592,14.4
1.2472,33.6
1.6458,28.8
1.945,32.8
1.8966,34.4
1.6517,27.2
1.2682,34.4
0.72631,25.6
0.18079,6.4
0.079307,6.4
0.2147,12.8
0.070311,5.6
0.026075,3.2
0.13833,7.2
0.10413,12.8
0.052079,4.8
0.37119,8.8
0.17187,12.8
0.013526,2.4
0.44858,18.4
0.21265,12.8
0.065462,4.8
0.33354,9.6
0.059927,10.4
0.12182,6.4
0.15158,7.2
0.0012709,1.6
0.13013,8
0.076903,11.2
0.23404,8
0.086537,5.6
0.26713,12
0.94038,28.8
1.4124,32.8
1.8581,32.8
1.992,28
1.8924,34.4
1.5593,27.2
0.068889,4.8
0.0011599,1.6
0.97019,27.2
0.17608,6.4
0.04963,5.6
0.35716,13.6
0.078125,4.8
0.082691,6.4
0.0031083,2.4
0.03777,4.8
0.062423,6.4
0.019261,3.2
0.0845,5.6
0.20499,7.2
0.26841,12.8
0.050126,4.8
0.31135,8.8
0.43862,23.2
0.025687,3.2
0.19404,8
0.26937,12
0.11122,5.6
0.28258,14.4
0.073512,6.4
0.020214,4
0.087215,5.6
0.077671,5.6
0.11587,5.6
0.27032,12.8
0.3014,8.8
0.0034224,1.6
0.41122,16
1.1727,33.6
1.5854,28
1.9456,32.8
1.9442,34.4
1.7361,27.2
1.3861,34.4
0.75434,26.4
0.085799,4.8
0.18269,12
0.23375,8.8
0.0061029,2.4
0.12332,7.2
0.040335,4
0.21732,13.6
0.11052,5.6
0.22574,8
0.651,24.8
0.021153,3.2
0.02054,4
0.49479,15.2
0.092388,5.6
0.20202,8
0.26219,12
0.050319,4.8
0.16557,7.2
0.0023183,2.4
0.068922,5.6
0.32754,14.4
0.18082,7.2
0.050177,4.8
0.3999,13.6
0.86345,32.8
1.2829,28
1.7768,32.8
1.9507,28
1.8937,34.4
1.6126,27.2
1.0738,33.6
0.10649,5.6
0.097791,10.4
0.4001,10.4
0.0033457,2.4
0.28868,15.2
0.055033,5.6
0.01228,3.2
0.18085,7.2
0.092133,5.6
0.45669,14.4
0.04934,4
0.18891,7.2
0.80427,24
0.08493,4.8
0.052724,4.8
0.51366,15.2
0.08017,4.8
0.19798,12
0.46945,18.4
0.059494,4.8
0.059331,5.6
0.48687,14.4
0.69365,25.6
1.0108,33.6
1.4265,28
1.8097,32.8
1.8466,34.4
1.7158,27.2
1.399,33.6
0.7197,28
0.010694,2.4
0.29377,13.6
0.87354,36
0.14357,6.4
0.10326,5.6
0.88759,24.8
0.93024,24
0.11232,5.6
0.088163,6.4
0.47019,15.2
8.866e-05,0.8
0.21759,9.6
0.0012061,1.6
0.027304,4.8
0.64344,16.8
0.13221,6.4
0.0097391,3.2
0.5325,15.2
0.76156,33.6
1.1002,27.2
1.5804,32.8
1.7591,27.2
1.7638,35.2
1.5665,27.2
1.0262,34.4
0.033482,4
0.17553,12
0.91643,27.2
0.043278,4.8
0.020826,3.2
0.24671,8.8
0.016121,3.2
0.6595,16
0.035174,4
0.086171,5.6
1.1584,24.8
0.94098,25.6
0.036414,4
0.1514,11.2
0.83988,20.8
0.04064,4.8
0.0083294,2.4
0.72674,16.8
0.64046,25.6
0.033694,4
0.017118,3.2
0.7625,27.2
1.1957,27.2
0.0050526,2.4
0.00070114,1.6
1.5447,28
1.6157,35.2
1.5905,27.2
1.2992,33.6
0.14262,13.6
0.026505,4
0.92213,26.4
1.1258,36
0.14883,7.2
0.01321,2.4
1.1362,25.6
1.307,25.6
0.11958,6.4
0.011831,3.2
1.0136,32
0.98771,20
0.75855,24.8
0.42916,24
0.0012786,1.6
