32.2089261368, 28.4543291729, 48.1907101302, 50.8830845562, 17.8848686825, 20.3487079356, 32.0562896561, 30.5703649202, 26.0021756838, 21.6959486944, 38.4896519666, 42.2971067802, 
26.8993191421, 30.6949162569, 27.2206415115, 30.1250971931, 19.2211701162, 19.2158301578, 34.0314882794, 28.9768135174, 17.0425133332, 16.5377132454, 29.8113141914, 25.1478300792, 
26.800317798, 30.2866221976, 29.5357698706, 30.4200672992, 22.6051120528, 22.5191250942, 174.946373821, 158.726823717, 21.0896254696, 23.0335890792, 31.4169510069, 28.3782488912, 
25.6455795969, 25.6027312433, 42.6445834569, 32.0765659563, 15.4111464827, 18.1069250518, 20.6035049472, 20.5343121131, 86.6155120649, 64.9882244731, 126.475401112, 95.8571022552, 
30.7140022266, 33.7537351477, 35.9729472385, 42.3693479987, 21.2824614366, 18.8819213677, 40.7745939012, 38.7338970078, 21.540524047, 20.2031781069, 58.6425535918, 41.4248988734, 
24.9393309667, 22.9164866525, 29.5863847357, 27.5111491122, 89.623755606, 67.5851810679, 172.843699475, 156.661803692, 24.9043418106, 25.3986223167, 28.8724946218, 19.075639134, 
137.296585745, 128.456445996, 34.6079709177, 31.471120129, 18.0651104102, 18.7873518842, 172.895375529, 156.779506975, 18.533689353, 17.1015558168, 118.529214718, 89.1567350756, 
33.2870397067, 37.8017058627, 100.65495522, 104.518458198, 21.5912090807, 23.6896385428, 122.826103733, 92.7203941861, 19.0259278887, 17.9890901492, 34.2225105063, 27.3069060839, 
25.1785011544, 20.7797177117, 26.9644231661, 29.008918435, 26.7521448163, 28.8141651195, 22.7789709979, 23.3008783015, 27.6461564912, 30.534075659, 44.3990424323, 45.8369361514, 
51.7010989089, 56.1748773681, 38.4369065527, 30.5862374749, 26.8156718083, 23.5653366023, 28.4287760622, 23.7711571253, 20.9476042863, 20.5578539542, 48.9551277918, 38.1766296097, 
